"id","module","logType","enableAssert","blockOnErrorAssert","abortCompilation","messageTemplate","paramCount","fixHint"
"10199","FileMeta","Error","true","false","false","没有找到模板定义T","0","检查模板定义与使用是否匹配，确认约束与实参数量正确。"
"10200","FileMeta","Error","true","false","false","Error 不支持其它格式 在类后续的模板限定中!","0","检查模板定义与使用是否匹配，确认约束与实参数量正确。"
"10201","FileMeta","Error","true","false","false","Error 解析过了一次权限!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10202","FileMeta","Error","true","false","false","Error 解析过了一次Const!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10203","FileMeta","Error","true","false","false","Error 解析过了一次Class!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10204","FileMeta","Error","true","false","false","Error 解析过了一次Enum!!","0","检查 enum 成员赋值规则与成员类型一致性。"
"10205","FileMeta","Error","true","false","false","Error 解析过了一次data!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10206","FileMeta","Error","true","false","false","Error 解析过了一次Class!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10207","FileMeta","Error","true","false","false","Error 解析过了一次Enum!!","0","检查 enum 成员赋值规则与成员类型一致性。"
"10208","FileMeta","Error","true","false","false","Error 解析过了一次data!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10209","FileMeta","Error","true","false","false","Error 解析过了一次Class!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10210","FileMeta","Error","true","false","false","Error 解析过了一次Enum!!","0","检查 enum 成员赋值规则与成员类型一致性。"
"10211","FileMeta","Error","true","false","false","Error 解析过了一次data!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10212","FileMeta","Error","true","false","false","Error 解析过了一次Class!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10213","FileMeta","Error","true","false","false","Error 解析过了一次Extend!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10214","FileMeta","Error","true","false","false","Error 解析过了一次Enum!!","0","检查 enum 成员赋值规则与成员类型一致性。"
"10215","FileMeta","Error","true","false","false","Error 解析过了一次data!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10216","FileMeta","Error","true","false","false","Error 解析类时，已发现用过interface标记，不可重复使用该标记","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10217","FileMeta","Error","true","false","false","Error 解析类时，已发现用过interface标记，不可重复使用该标记","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10218","FileMeta","Error","true","false","false","Error 解析interface与class不可以周时出现!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10219","FileMeta","Error","true","false","false","Error 解析类时，已发现用过interface标记，不可重复使用该标记","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10220","FileMeta","Error","true","false","false","Error 解析类时，已发现用过interface标记，不可重复使用该标记","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10221","FileMeta","Error","true","false","false","Error 有其它未知类型在class中","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10222","FileMeta","Error","true","false","false","Error Enum方式，与enum同级，不允许同时出现","0","检查 enum 成员赋值规则与成员类型一致性。"
"10223","FileMeta","Error","true","false","false","Error Enum方式，不支持接口方式","0","检查 enum 成员赋值规则与成员类型一致性。"
"10224","FileMeta","Error","true","false","false","","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10225","FileMeta","Error","true","false","false","Error Enum方式，不支持权限的使用!!","0","检查 enum 成员赋值规则与成员类型一致性。"
"10226","FileMeta","Error","true","false","false","Error Enum方式，不支持partial的使用!!","0","检查 enum 成员赋值规则与成员类型一致性。"
"10227","FileMeta","Error","true","false","false","Error Enum方式，与data同级，不允许同时出现","0","检查 enum 成员赋值规则与成员类型一致性。"
"10228","FileMeta","Error","true","false","false","Error Enum方式，不支持接口方式","0","检查 enum 成员赋值规则与成员类型一致性。"
"10229","FileMeta","Error","true","false","false","Error Data方式，不支持权限的使用!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10230","FileMeta","Error","true","false","false","Error Data方式，不支持partial的使用!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10231","FileMeta","Error","true","false","false","Error 解析类型名称错误!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10232","FileMeta","Error","true","false","false","Error 不支持其它格式 在类后续的模板限定中!","0","检查模板定义与使用是否匹配，确认约束与实参数量正确。"
"10233","FileMeta","Error","true","true","false","Error 命名空间有误，必须为X.xx.X 类似的格式!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10234","FileMeta","Error","true","true","false","Error 命名空间有误，必须为X.xx.X 类似的格式!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10235","FileMeta","Error","true","false","false","数组获取长度文件的时候，有异常!","0","检查数组维度、下标范围和初始化格式。"
"10236","FileMeta","Error","true","false","false","Error 在<>中没有发现元素!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10237","FileMeta","Error","true","false","false","Error 在<T in> or <T []> or <T ClassName> 使用方法不正确,请使用 <T in []>或者是 <T in ClassName> !!","0","检查数组维度、下标范围和初始化格式。"
"10238","FileMeta","Error","true","false","false","Error 多重逗号，导致解析无法解析!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10239","FileMeta","Error","true","false","false","Error 首符号不能为逗号","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10240","FileMeta","Error","true","false","false","Error nodeList.Count != 3/4 create AsOrIs Term Error ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10241","FileMeta","Error","true","false","false","Error nodeList.Count != 3/4 create AsOrIs Term Error ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10242","FileMeta","Error","true","false","false","Error nodeList.Count == 0 ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10243","FileMeta","Error","true","false","false","Error FileMetaBraceTerm--","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10244","FileMeta","Error","true","false","false"," Errorr FileMetaBraceTerm.HandleBraceTerm 解析{ a = ?} 时，多个=号 Token: ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10245","FileMeta","Error","true","false","false"," Errorr FileMetaBraceTerm.HandleBraceTerm 解析{ a:'aaa'} 时，多个:号 Token: ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10246","FileMeta","Error","true","false","false","Error 在解析为{}中，数组形式 解析有问题!!","0","检查数组维度、下标范围和初始化格式。"
"10247","FileMeta","Error","true","false","false","Error 在解析为{}中，赋值= 解析有问题!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10248","FileMeta","Error","true","false","false","Error 在解析为{}中，出现了不该出现的格式","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10249","FileMeta","Warning","true","false","false","Warning [1,2,3,]有多余逗号出现??","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10250","FileMeta","Warning","true","false","false","Warning [1,2,3,]有多余逗号出现??","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10251","FileMeta","Error","true","false","false","Error 不支持在[]中解析()的逻辑!!","0","检查数组维度、下标范围和初始化格式。"
"10252","FileMeta","Error","true","false","false","Error 不支持在[]中解析Key的逻辑!!","0","检查数组维度、下标范围和初始化格式。"
"10253","FileMeta","Warning","true","false","false","Warning [1,2,3,]有多余逗号出现??","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10254","FileMeta","Error","true","false","false","Error Data数据中 []中，不支持该类型的数据","0","检查数组维度、下标范围和初始化格式。"
"10255","FileMeta","Error","true","false","false","Error Data数据中 []中，不支持该类型的数据","0","检查数组维度、下标范围和初始化格式。"
"10256","FileMeta","Error","true","false","false","Error 表达式不允许多个自定义元素存在!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10257","FileMeta","Error","true","false","false","Error --------------------------------------!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10258","FileMeta","Error","true","false","false","Error 表达式不允许多个自定义元素存在33!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10259","FileMeta","Error","true","true","false","如果使用了三元表达式，必须在第一位需要放置返回式: ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10260","FileMeta","Error","true","false","false","没有找到该类型: ","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10261","FileMeta","Error","true","false","false","Error 只有在语句中，可以使用i++ 等语法，变量与传参是禁止使用i++","0","检查变量是否已定义、作用域与赋值表达式类型。"
"10262","FileMeta","Error","true","false","false","Error 表达式解析错误!! FileMetaExpress 575","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10263","FileMeta","Error","true","false","false","Error 不能使用错误符号 !! FileMetaExpress 698","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10264","FileMeta","Error","true","false","false","Error BuildTst 表达式解析错误!! 604","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10265","FileMeta","Error","true","false","false","选择已经超出来范围!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10266","FileMeta","Error","true","true","false","Error import必须有2个节点!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10267","FileMeta","Error","true","false","false","解析Import语句发生错误，没有找到对应的命名空间路径: ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10268","FileMeta","Error","true","false","false","Error 在使用import引用CSharp库时，至少需要一个命名空间","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10269","FileMeta","Error","true","false","false","Error 带着名称FileMetaMemberData 但没有发现相关的token","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10270","FileMeta","Error","true","false","false","Error 解析NodeList出现错误~~~","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10271","FileMeta","Error","true","true","false","Error 没有找到该定义名称 必须使用例: X = 102; 的格式","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10272","FileMeta","Error","true","true","false","Error 没有找到该定义名称 必须使用例: X = 101; 的格式","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10273","FileMeta","Error","true","false","false","Error 已有函数实体，不能同时出现两个函数实体!","0","检查函数签名、参数数量与静态/实例调用方式。"
"10274","FileMeta","Error","true","false","false","Error 解析过了一次权限!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10275","FileMeta","Error","true","false","false","Error 解析过了一次Override!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10276","FileMeta","Error","true","false","false"," Error 解析类型多个get","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10277","FileMeta","Error","true","false","false"," Error 解析类型多个set","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10278","FileMeta","Error","true","false","false","Error 解析interface已使用过一次，不允许重复使用!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10279","FileMeta","Error","true","false","false"," Error 解析类型多个final","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10280","FileMeta","Error","true","false","false","Error 有其它未知类型在class中","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10281","FileMeta","Error","true","false","false","Eror 没有找到合适的函数类型: 位置: ","0","检查函数签名、参数数量与静态/实例调用方式。"
"10282","FileMeta","Error","true","false","false","ParseFunction 解析函数","0","检查函数签名、参数数量与静态/实例调用方式。"
"10283","FileMeta","Error","true","false","false","Error 参数名称有重名!!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10284","FileMeta","Error","true","false","false","Error 参数名称有重名!!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10285","FileMeta","Error","true","false","false","Error 解析NodeList出现错误~~~","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10286","FileMeta","Error","true","false","false","Error listDefieNode 不能为空~","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10287","FileMeta","Error","true","true","false","Error 没有找到该定义名称 必须使用例: X = 103; 的格式","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10288","FileMeta","Error","true","true","false","Error 没有找到该定义名称 必须使用例: X = 104; 的格式","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10289","FileMeta","Error","true","true","false","Error 没有找到该定义名称 必须使用例: X = 105; 的格式","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10290","FileMeta","Error","true","false","false","Error Data数据中 []中，不支持该类型的数据","0","检查数组维度、下标范围和初始化格式。"
"10291","FileMeta","Error","true","false","false","Error Data数据中 []中，不支持该类型的数据","0","检查数组维度、下标范围和初始化格式。"
"10292","FileMeta","Error","true","false","false","Error Data数据中 []中，不支持该类型的数据","0","检查数组维度、下标范围和初始化格式。"
"10293","FileMeta","Error","true","false","false","Error Data数据中 []中，不支持该类型的数据","0","检查数组维度、下标范围和初始化格式。"
"10294","FileMeta","Error","true","false","false","Error 多重定义名称的权限定义!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10295","FileMeta","Error","true","false","false","Error 多重定义名称的静态定义!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10296","FileMeta","Error","true","false","false","Error 多重定义名称的Mut定义!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10297","FileMeta","Error","true","false","false","Error 解析变量中，不允许的类型存在!!","0","检查变量是否已定义、作用域与赋值表达式类型。"
"10298","FileMeta","Error","true","false","false","Error 在解析namespace 中，没有找到namespace设置的名称!!","0","检查命名空间声明格式与分号/块结构。"
"10299","FileMeta","Error","true","false","false","Error 不能有多个if语句!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10300","FileMeta","Error","true","false","false","Error 解析Goto Label语法，只支持 goto id;的语法!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10301","FileMeta","Error","true","true","false","Error 解析GotoLabel中 后边必须使用普通字符","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10302","FileMeta","Error","true","false","false","检查到Import语句中，token内容lexeme为空!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10303","FileMeta","Error","true","false","false","检查到Import语句中，导入名称不合规!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10304","FileMeta","Error","true","false","false","解析NodeStructVariable时有=号，但没有值内容 ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10305","FileMeta","Error","true","false","false","Error CreateFileOneTerm 单1表达式，没有找到该类型: ","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10306","FileMeta","Error","true","false","false","Error 生成表达式错误!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10307","FileMeta","Error","true","false","false","读取文件出错 FileParse Parse LoadFile !!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10308","FileMeta","Error","true","false","false","错误 !!1 AddParseClassNodeInfo","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10309","FileMeta","Error","true","false","false","错误 !!1 AddParseVariableInfo","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10310","FileMeta","Error","true","false","false","错误 !!1 AddParseFunctionNodeInfo","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10311","FileMeta","Error","true","false","false","错误 !!1 AddParseFunctionNodeInfo","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10312","FileMeta","Error","true","false","false","错误 !!1 AddParseFunctionNodeInfo","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10313","FileMeta","Error","true","false","false","Error 重复了 在File头目录中出现 : ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10314","FileMeta","Error","true","false","false","Error 重复了 在File头目录中出现 : ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10315","FileMeta","Error","true","false","false","Error 重复了 在File头目录中出现2 : ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10316","FileMeta","Error","true","false","false","Error 在解析namespace 中，逗号后不允许出现其它语法!!","0","检查命名空间声明格式与分号/块结构。"
"10317","FileMeta","Error","true","false","false","Error 在解析namespace 中，需要强制;号结尾","0","检查命名空间声明格式与分号/块结构。"
"10318","FileMeta","Error","true","false","false","Error 在开始解析Class时，存在错误语法--------------------","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10319","FileMeta","Error","true","false","false","Error 命名空间 namespace A.B{} 的格式，至少一个节点!1","0","检查命名空间声明格式与分号/块结构。"
"10320","FileMeta","Error","true","false","false","Error 没有发现Class或者Namespace的关键字!","0","检查命名空间声明格式与分号/块结构。"
"10321","FileMeta","Error","true","false","false","Error StructParseFrame.ParseClassNode 类后续不允许使用;号结尾!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10322","FileMeta","Error","true","false","false","一个类只允许有声明但没有赋值的变量，后续应使用 = null 赋值","0","检查变量是否已定义、作用域与赋值表达式类型。"
"10323","FileMeta","Error","true","false","false","Error ParseClassNode 在开始解析Class时，存在错误语法--------------------","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10324","FileMeta","Error","true","false","false","Error 未知错误111111111111123123123","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10325","FileMeta","Error","true","false","false","Error 在+-号前后不允许出现其它const类型常量!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10326","FileMeta","Error","true","false","false","Error Data定义中 []中，不支持复杂类型数组","0","检查数组维度、下标范围和初始化格式。"
"10327","FileMeta","Error","true","false","false","Error Data定义中，不允许使用自定义属性和函数字段!!","0","检查函数签名、参数数量与静态/实例调用方式。"
"10328","FileMeta","Error","true","false","false","Error 左边变量不能为空位...","0","检查变量是否已定义、作用域与赋值表达式类型。"
"10329","FileMeta","Error","true","false","false","Error 出现 x=-?? 表达式时，符号位置非法","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10330","FileMeta","Error","true","false","false","Error 出现 x=-?? 表达式时，符号位置非法","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10331","FileMeta","Error","true","false","false","Error 在定义Data数据时，赋值语句只允许 ={} 或 =[] 形式!","0","检查数组维度、下标范围和初始化格式。"
"10332","FileMeta","Error","true","false","false","Error 在定义Data数据时，不允许=号后出现非法表达式","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10333","FileMeta","Error","true","false","false","Error 数组初始化时，Data数据类型声明异常!","0","检查数组维度、下标范围和初始化格式。"
"10334","FileMeta","Error","true","false","false","Error 数组初始化enum时，类型不能嵌套enum","0","检查数组维度、下标范围和初始化格式。"
"10335","FileMeta","Error","true","false","false","�ڽ���enum member �� ��Ա���� �����identifier��ʽ�����߲���������ǰ��ʽ","0","检查 enum 成员赋值规则与成员类型一致性。"
"10336","FileMeta","Error","true","false","false","Error ����Enum memeber ʱ����������������ʽ�Ĵ���!","0","检查 enum 成员赋值规则与成员类型一致性。"
"10337","FileMeta","Error","true","true","false","如果是表达式创建数组对象，必须最后一位知道是多少的长度!","0","检查数组维度、下标范围和初始化格式。"
"10338","FileMeta","Error","true","false","false","定义当前变量错误","0","检查变量是否已定义、作用域与赋值表达式类型。"
"10339","FileMeta","Error","true","false","false","定义的类型不正确","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10340","FileMeta","Error","true","false","false","没有找到相关的转化对象","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10341","FileMeta","Error","true","true","false","在Map里边，必须使用:个符号","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10342","FileMeta","Error","true","true","false","在class或者是data里边，必须使用=个符号","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10343","FileMeta","Error","true","false","false","在class或者是data里边，前值应该使用filemetaCallTerm","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10344","FileMeta","Error","true","false","false","解析大括号里边的内容","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10345","FileMeta","Error","true","false","false","构造动态数据实例的时候，需要 使用 命名=内容 的格式","0","检查构造调用形式，确认是否允许在当前位置使用。"
"10346","FileMeta","Error","true","false","false","构造动态数据实例的时候，需要 使用 命名=内容 的格式","0","检查构造调用形式，确认是否允许在当前位置使用。"
"10347","FileMeta","Error","true","false","false","间隔符号不对,应该使用,","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10348","FileMeta","Error","true","false","false","Error 在数组里边应该是FileMetaBracketTerm 类型!","0","检查数组维度、下标范围和初始化格式。"
"10349","FileMeta","Error","true","false","false","构造动态数据实例的时候，需要 使用 命名=内容 的格式","0","检查构造调用形式，确认是否允许在当前位置使用。"
"10350","FileMeta","Error","true","false","false","构造动态数据实例的时候，需要 使用 命名=内容 的格式","0","检查构造调用形式，确认是否允许在当前位置使用。"
"10351","FileMeta","Error","true","false","false","构造动态数据实例的时候，需要 使用 命名=内容 的格式","0","检查构造调用形式，确认是否允许在当前位置使用。"
"10352","FileMeta","Error","true","false","false","在[]中，只允许数字形式存在","0","检查数组维度、下标范围和初始化格式。"
"10353","FileMeta","Error","true","false","false","在[]中，只允许从后边向前[3][-1][-1]这种形式，而不能使用[3][-1][2] 这种形式","0","检查数组维度、下标范围和初始化格式。"
"10354","FileMeta","Error","true","true","false","如果定义了，结构，必须与new对象的类型一样才可以","0","检查构造调用形式，确认是否允许在当前位置使用。"
"10355","FileMeta","Error","true","true","false","如果前边定义了长度，new的时候必须和前边的长度一样!","0","检查构造调用形式，确认是否允许在当前位置使用。"
"10356","FileMeta","Error","true","false","false","定义数组与new数组 的维度不同","0","检查构造调用形式，确认是否允许在当前位置使用。"
"10357","FileMeta","Error","true","true","false","如果定义了，结构，必须与new对象的类型一样才可以","0","检查构造调用形式，确认是否允许在当前位置使用。"
"10358","FileMeta","Error","true","false","false","定义类型与new的类型不对应 ","0","检查构造调用形式，确认是否允许在当前位置使用。"
"10359","FileMeta","Error","true","false","false","没有找到没有各种定义类型的方法","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10360","FileMeta","Error","true","false","false","数组赋值内容给出的长度超出了定义长度!","0","检查数组维度、下标范围和初始化格式。"
"10361","FileMeta","Error","true","false","false","里边的元素与边的数据类型不对应，不对应，需要调整数据，或者是定义的结构 ","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10362","FileMeta","Error","true","false","false","里边的元素与外边定义的类11，不对应，需要调整数据，或者是定义的结构 ","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10363","FileMeta","Error","true","false","false","Error 返回的判断语句: ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10364","FileMeta","Error","true","false","false","Error -------------------------------------------","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10365","FileMeta","Error","true","false","false","Error 返回的判断语句: ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10366","FileMeta","Error","true","false","false","Error -------------------------------------------","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10367","FileMeta","Error","true","false","false","Error MetaAssignStatements ParseDefine!!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10368","FileMeta","Error","true","false","false","Error 不允许在语句中，出现static字段! ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10369","FileMeta","Error","true","false","false","Error set语句只能使用=号进行赋值操作!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10370","FileMeta","Error","true","false","false","Error 赋值语句解析符号暂不支持: ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10371","FileMeta","Error","true","false","false","Error 变量没有发现","0","检查变量是否已定义、作用域与赋值表达式类型。"
"10372","FileMeta","Error","true","false","false","Error 类型为Const类型，不允许使用赋值!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10373","FileMeta","Error","true","false","false","Error 只能在Project工程下的函数中，给全局变量赋值!!","0","检查函数签名、参数数量与静态/实例调用方式。"
"10374","FileMeta","Error","true","false","false","Error 解析新建变量语句时，表达式解析为空!!","0","检查变量是否已定义、作用域与赋值表达式类型。"
"10375","FileMeta","Error","true","false","false","Error 解析新建变量语句时，表达式为空!!__2","0","检查变量是否已定义、作用域与赋值表达式类型。"
"10376","FileMeta","Error","true","false","false","Error 解析新建变量语句时，表达式返回类型为空!!__3","0","检查变量是否已定义、作用域与赋值表达式类型。"
"10377","FileMeta","Error","true","false","false","Error 输入参数与定义参数不正确","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10378","FileMeta","Error","true","false","false","Error 模版与类定义的模版不相同!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10379","FileMeta","Error","true","false","false","Error for in express后边没有表达式!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10380","FileMeta","Error","true","false","false","Error For in 表达式，应该是个数组形式","0","检查数组维度、下标范围和初始化格式。"
"10381","FileMeta","Error","true","true","false","Error For in 必须是支持迭代器iterate","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10382","FileMeta","Error","true","false","false","Error 在 for .. in 中，不允许从for 外边定义遍历变量!!","0","检查变量是否已定义、作用域与赋值表达式类型。"
"10383","FileMeta","Error","true","false","false","Error 在 for .. in 中，不允许从for 外边定义遍历变量!!","0","检查变量是否已定义、作用域与赋值表达式类型。"
"10384","FileMeta","Error","true","true","false","Error For x in X必须有!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10385","FileMeta","Error","true","false","false","Error 没有找到相应的变量!!","0","检查变量是否已定义、作用域与赋值表达式类型。"
"10386","FileMeta","Error","true","false","false","GetIRMethodByIndex is null","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10387","FileMeta","Error","true","false","false","IRMetaVariable 没有找到对应的from ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10388","FileMeta","Error","true","false","false","没有最终表达式，错误处理","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10389","FileMeta","Error","true","false","false","------------------------------------------","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10390","FileMeta","Error","true","false","false","这里应该有一个创建new的过程表达式","0","检查构造调用形式，确认是否允许在当前位置使用。"
"10391","FileMeta","Error","true","false","false","GetStaticVariable 没有找到相当的静态类","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10392","FileMeta","Error","true","false","false","SetStaticVariable 没有找到相当的静态类","0","检查类定义关键字、继承/接口与成员声明顺序。"
