"id","messageTemplate","severity","paramCount","module","abortCurrent","abortLater","displayType","fixHint"
"10306","Error 生成表达式错误!!","Error","0","FileMeta","false","false","Direct",""
"10307","读取文件出错 FileParse Parse LoadFile !!!","Error","0","FileMeta","false","false","Direct",""
"10308","错误 !!1 AddParseClassNodeInfo","Error","0","FileMeta","false","false","Direct",""
"10309","错误 !!1 AddParseVariableInfo","Error","0","FileMeta","false","false","Direct",""
"10310","错误 !!1 AddParseFunctionNodeInfo","Error","0","FileMeta","false","false","Direct",""
"10311","错误 !!1 AddParseFunctionNodeInfo","Error","0","FileMeta","false","false","Direct",""
"10312","错误 !!1 AddParseFunctionNodeInfo","Error","0","FileMeta","false","false","Direct",""
"10313","Error 重复了 在File头目录中出现 : ","Error","0","FileMeta","false","false","Direct",""
"10314","Error 重复了 在File头目录中出现 : ","Error","0","FileMeta","false","false","Direct",""
"10315","Error 重复了 在File头目录中出现2 : ","Error","0","FileMeta","false","false","Direct",""
"10316","Error 在解析namespace 中，逗号后不允许出现其它语法!!","Error","0","FileMeta","false","false","Direct",""
"10317","Error 在解析namespace 中，需要强制;号结尾","Error","0","FileMeta","false","false","Direct",""
"10318","Error 在开始解析Class时，存在错误语法--------------------","Error","0","FileMeta","false","false","Direct",""
"10319","Error 命名空间 namespace A.B{} 的格式，至少一个节点!1","Error","0","FileMeta","false","false","Direct",""
"10320","Error 没有发现Class或者Namespace的关键字!","Error","0","FileMeta","false","false","Direct",""
"10321","Error StructParseFrame.ParseClassNode 类后续不允许使用;号结尾!!","Error","0","FileMeta","false","false","Direct",""
"10322","一个类只允许有声明但没有赋值的变量，后续应使用 = null 赋值","Error","0","FileMeta","false","false","Direct",""
"10323","Error ParseClassNode 在开始解析Class时，存在错误语法--------------------","Error","0","FileMeta","false","false","Direct",""
"10324","Error 未知错误111111111111123123123","Error","0","FileMeta","false","false","Direct",""
"10325","Error 在+-号前后不允许出现其它const类型常量!","Error","0","FileMeta","false","false","Direct",""
"10326","Error Data定义中 []中，不支持复杂类型数组","Error","0","FileMeta","false","false","Direct",""
"10327","Error Data定义中，不允许使用自定义属性和函数字段!!","Error","0","FileMeta","false","false","Direct",""
"10328","Error 左边变量不能为空位...","Error","0","FileMeta","false","false","Direct",""
"10329","Error 出现 x=-?? 表达式时，符号位置非法","Error","0","FileMeta","false","false","Direct",""
"10330","Error 出现 x=-?? 表达式时，符号位置非法","Error","0","FileMeta","false","false","Direct",""
"10331","Error 在定义Data数据时，赋值语句只允许 ={} 或 =[] 形式!","Error","0","FileMeta","false","false","Direct",""
"10332","Error 在定义Data数据时，不允许=号后出现非法表达式","Error","0","FileMeta","false","false","Direct",""
"10333","Error 数组初始化时，Data数据类型声明异常!","Error","0","FileMeta","false","false","Direct",""
"10334","Error 数组初始化enum时，类型不能嵌套enum","Error","0","FileMeta","false","false","Direct",""
"10335","�ڽ���enum member �� ��Ա���� �����identifier��ʽ�����߲���������ǰ��ʽ","Error","0","FileMeta","false","false","Direct",""
"10336","Error ����Enum memeber ʱ����������������ʽ�Ĵ���!","Error","0","FileMeta","false","false","Direct",""
"10337","如果是表达式创建数组对象，必须最后一位知道是多少的长度!","Error","0","FileMeta","false","false","Direct",""
"10338","定义当前变量错误","Error","0","FileMeta","false","false","Direct",""
"10339","定义的类型不正确","Error","0","FileMeta","false","false","Direct",""
"10340","没有找到相关的转化对象","Error","0","FileMeta","false","false","Direct",""
"10341","在Map里边，必须使用:个符号","Error","0","FileMeta","false","false","Direct",""
"10342","在class或者是data里边，必须使用=个符号","Error","0","FileMeta","false","false","Direct",""
"10343","在class或者是data里边，前值应该使用filemetaCallTerm","Error","0","FileMeta","false","false","Direct",""
"10344","解析大括号里边的内容","Error","0","FileMeta","false","false","Direct",""
"10345","构造动态数据实例的时候，需要 使用 命名=内容 的格式","Error","0","FileMeta","false","false","Direct",""
"10346","构造动态数据实例的时候，需要 使用 命名=内容 的格式","Error","0","FileMeta","false","false","Direct",""
"10347","间隔符号不对,应该使用,","Error","0","FileMeta","false","false","Direct",""
"10348","Error 在数组里边应该是FileMetaBracketTerm 类型!","Error","0","FileMeta","false","false","Direct",""
"10349","构造动态数据实例的时候，需要 使用 命名=内容 的格式","Error","0","FileMeta","false","false","Direct",""
"10350","构造动态数据实例的时候，需要 使用 命名=内容 的格式","Error","0","FileMeta","false","false","Direct",""
"10351","构造动态数据实例的时候，需要 使用 命名=内容 的格式","Error","0","FileMeta","false","false","Direct",""
"10352","在[]中，只允许数字形式存在","Error","0","FileMeta","false","false","Direct",""
"10353","在[]中，只允许从后边向前[3][-1][-1]这种形式，而不能使用[3][-1][2] 这种形式","Error","0","FileMeta","false","false","Direct",""
"10354","如果定义了，结构，必须与new对象的类型一样才可以","Error","0","FileMeta","false","false","Direct",""
"10355","如果前边定义了长度，new的时候必须和前边的长度一样!","Error","0","FileMeta","false","false","Direct",""
"10356","定义数组与new数组 的维度不同","Error","0","FileMeta","false","false","Direct",""
"10357","如果定义了，结构，必须与new对象的类型一样才可以","Error","0","FileMeta","false","false","Direct",""
"10358","定义类型与new的类型不对应 ","Error","0","FileMeta","false","false","Direct",""
"10359","没有找到没有各种定义类型的方法","Error","0","FileMeta","false","false","Direct",""
"10360","数组赋值内容给出的长度超出了定义长度!","Error","0","FileMeta","false","false","Direct",""
"10361","里边的元素与边的数据类型不对应，不对应，需要调整数据，或者是定义的结构 ","Error","0","FileMeta","false","false","Direct",""
"10362","里边的元素与外边定义的类11，不对应，需要调整数据，或者是定义的结构 ","Error","0","FileMeta","false","false","Direct",""
"10363","Error 返回的判断语句: ","Error","0","FileMeta","false","false","Direct",""
"10364","Error -------------------------------------------","Error","0","FileMeta","false","false","Direct",""
"10365","Error 返回的判断语句: ","Error","0","FileMeta","false","false","Direct",""
"10366","Error -------------------------------------------","Error","0","FileMeta","false","false","Direct",""
"10367","Error MetaAssignStatements ParseDefine!!!","Error","0","FileMeta","false","false","Direct",""
"10368","Error 不允许在语句中，出现static字段! ","Error","0","FileMeta","false","false","Direct",""
"10369","Error set语句只能使用=号进行赋值操作!!","Error","0","FileMeta","false","false","Direct",""
"10370","Error 赋值语句解析符号暂不支持: ","Error","0","FileMeta","false","false","Direct",""
"10371","Error 变量没有发现","Error","0","FileMeta","false","false","Direct",""
"10372","Error 类型为Const类型，不允许使用赋值!!","Error","0","FileMeta","false","false","Direct",""
"10373","Error 只能在Project工程下的函数中，给全局变量赋值!!","Error","0","FileMeta","false","false","Direct",""
"10374","Error 解析新建变量语句时，表达式解析为空!!","Error","0","FileMeta","false","false","Direct",""
"10375","Error 解析新建变量语句时，表达式为空!!__2","Error","0","FileMeta","false","false","Direct",""
"10376","Error 解析新建变量语句时，表达式返回类型为空!!__3","Error","0","FileMeta","false","false","Direct",""
"10377","Error 输入参数与定义参数不正确","Error","0","FileMeta","false","false","Direct",""
"10378","Error 模版与类定义的模版不相同!!","Error","0","FileMeta","false","false","Direct",""
"10379","Error for in express后边没有表达式!!","Error","0","FileMeta","false","false","Direct",""
"10380","Error For in 表达式，应该是个数组形式","Error","0","FileMeta","false","false","Direct",""
"10381","Error For in 必须是支持迭代器iterate","Error","0","FileMeta","false","false","Direct",""
"10382","Error 在 for .. in 中，不允许从for 外边定义遍历变量!!","Error","0","FileMeta","false","false","Direct",""
"10383","Error 在 for .. in 中，不允许从for 外边定义遍历变量!!","Error","0","FileMeta","false","false","Direct",""
"10384","Error For x in X必须有!!","Error","0","FileMeta","false","false","Direct",""
"10385","Error 没有找到相应的变量!!","Error","0","FileMeta","false","false","Direct",""
"10386","GetIRMethodByIndex is null","Error","0","FileMeta","false","false","Direct",""
"10387","IRMetaVariable 没有找到对应的from ","Error","0","FileMeta","false","false","Direct",""
"10388","没有最终表达式，错误处理","Error","0","FileMeta","false","false","Direct",""
"10389","------------------------------------------","Error","0","FileMeta","false","false","Direct",""
"10390","这里应该有一个创建new的过程表达式","Error","0","FileMeta","false","false","Direct",""
"10391","GetStaticVariable 没有找到相当的静态类","Error","0","FileMeta","false","false","Direct",""
"10392","SetStaticVariable 没有找到相当的静态类","Error","0","FileMeta","false","false","Direct",""
"10393","没有找到全局变量的映射关系!","Error","0","FileMeta","false","false","Direct",""
"10394","Error StoreNotStaticField Path:","Error","0","FileMeta","false","false","Direct",""
"10395","没有找到全局变量的映射关系!","Error","0","FileMeta","false","false","Direct",""
"10396","执行的参数超出范围!! < 0 ","Error","0","FileMeta","false","false","Direct",""
"10397","执行的参数超出范围!!","Error","0","FileMeta","false","false","Direct",""
"10398","执行的参数超出范围!!","Error","0","FileMeta","false","false","Direct",""
"10399","Null 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10400","Byte 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10401","Sbyte 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10402","Int16 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10403","UInt16 该类型不是Int16类型!!","Error","0","FileMeta","false","false","Direct",""
"10404","Int32 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10405","UInt32 该类型不是UInt32类型!!","Error","0","FileMeta","false","false","Direct",""
"10406","Int64 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10407","UInt64 该类型不是Int64类型!!","Error","0","FileMeta","false","false","Direct",""
"10408","Float 该类型不是float类型!!","Error","0","FileMeta","false","false","Direct",""
"10409","Double 该类型不是Double类型!!","Error","0","FileMeta","false","false","Direct",""
"10410","String 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10411","Class Int8Object 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10412","Class SInt8Object 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10413","Class Int16Object 该类型不是Int16类型!!","Error","0","FileMeta","false","false","Direct",""
"10414","Class UInt32Object 该类型不是UInt32类型!!","Error","0","FileMeta","false","false","Direct",""
"10415","Class Int32Object 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10416","Class UInt32Object 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10417","该类型不是Int64类型!!","Error","0","FileMeta","false","false","Direct",""
"10418","该类型不是Int64类型!!","Error","0","FileMeta","false","false","Direct",""
"10419","该类型不是stringObj类型!!","Error","0","FileMeta","false","false","Direct",""
"10420","该类型不是classObj类型!!","Error","0","FileMeta","false","false","Direct",""
"10421","Argu_","Error","0","FileMeta","false","false","Direct",""
"10422","Variable_","Error","0","FileMeta","false","false","Direct",""
"10423","执行的参数超出范围!!","Error","0","FileMeta","false","false","Direct",""
"10424","执行的栈超出范围!!","Error","0","FileMeta","false","false","Direct",""
"10425","执行的栈超出范围!!","Error","0","FileMeta","false","false","Direct",""
"10426","执行的栈超出范围!!","Error","0","FileMeta","false","false","Direct",""
"10427","Error StoreNotStaticField Path:","Error","0","FileMeta","false","false","Direct",""
"10428","不是数组类型!!","Error","0","FileMeta","false","false","Direct",""
"10429","不是数组类型!!","Error","0","FileMeta","false","false","Direct",""
"10430","不是数组类型!!","Error","0","FileMeta","false","false","Direct",""
"10431","不是数组类型!!","Error","0","FileMeta","false","false","Direct",""
"10432","StackIndex 是负数!","Error","0","FileMeta","false","false","Direct",""
"10433","IRC是调用虚函数为空!!","Error","0","FileMeta","false","false","Direct",""
"10434","调用栈上动态函数","Error","0","FileMeta","false","false","Direct",""
"10435","StackIndex 是负数!","Error","0","FileMeta","false","false","Direct",""
"10436","IRC是调用虚函数为空!!","Error","0","FileMeta","false","false","Direct",""
"10437","IRC是调用虚函数为空!!","Error","0","FileMeta","false","false","Direct",""
"10438","创建数组长度不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10439","Error 加法运算!!超出的栈范围","Error","0","FileMeta","false","false","Direct",""
"10440","Error 减法运算!!超出的栈范围","Error","0","FileMeta","false","false","Direct",""
"10441","Error 乘法运算!!超出的栈范围","Error","0","FileMeta","false","false","Direct",""
"10442","Error 除法运算!!超出的栈范围","Error","0","FileMeta","false","false","Direct",""
"10443","Error 余法运算!!超出的栈范围","Error","0","FileMeta","false","false","Direct",""
"10444","Error 合并运算!!超出的栈范围","Error","0","FileMeta","false","false","Direct",""
"10445","Error 包括运算!!超出的栈范围","Error","0","FileMeta","false","false","Direct",""
"10446","Error 或运算!!超出的栈范围","Error","0","FileMeta","false","false","Direct",""
"10447","Error 右移运算!!超出的栈范围","Error","0","FileMeta","false","false","Direct",""
"10448","Error 左移运算!!超出的栈范围","Error","0","FileMeta","false","false","Direct",""
"10449","Error Not运算!!超出的栈范围","Error","0","FileMeta","false","false","Direct",""
"10450","Error Neg运算!!超出的栈范围","Error","0","FileMeta","false","false","Direct",""
"10451","Error 比较符超出一当前的数据栈!!","Error","0","FileMeta","false","false","Direct",""
"10452","Error 比较符超出一当前的数据栈!!","Error","0","FileMeta","false","false","Direct",""
"10453","Error 比较符超出一当前的数据栈!!","Error","0","FileMeta","false","false","Direct",""
"10454","Error 比较符超出一当前的数据栈!!","Error","0","FileMeta","false","false","Direct",""
"10455","Error 比较符超出一当前的数据栈!!","Error","0","FileMeta","false","false","Direct",""
"10456","Error 比较符超出一当前的数据栈!!","Error","0","FileMeta","false","false","Direct",""
"10457","Error 比较符超出一当前的数据栈!!","Error","0","FileMeta","false","false","Direct",""
"10458","Error 比较符超出一当前的数据栈!!","Error","0","FileMeta","false","false","Direct",""
"10459","Error 比较符超出一当前的数据栈!!","Error","0","FileMeta","false","false","Direct",""
"10460","Error 暂不支持","Error","0","FileMeta","false","false","Direct",""
"10461","SetStringValue","Error","0","FileMeta","false","false","Direct",""
"10462","IRC是调用虚函数为空!!","Error","0","FileMeta","false","false","Direct",""
"10463"," VM Compare SVAlue 比较的低码还没有完善!!","Error","0","FileMeta","false","false","Direct",""
"10464"," VM Compare SVAlue string 比较的低码还没有完善!!","Error","0","FileMeta","false","false","Direct",""
"10465"," VM Compare SVAlue boolean 比较的低码还没有完善!!","Error","0","FileMeta","false","false","Direct",""
"10466","IRC是调用虚函数为空!!","Error","0","FileMeta","false","false","Direct",""
"10467"," VM Compare SVAlue 比较的低码还没有完善!!","Error","0","FileMeta","false","false","Direct",""
"10468","else VM Compare SVAlue 比较的低码还没有完善!!","Error","0","FileMeta","false","false","Direct",""
"10469"," end VM Compare SVAlue 比较的低码还没有完善!!","Error","0","FileMeta","false","false","Direct",""
"10470","不支持该类型的数组创建!!","Error","0","FileMeta","false","false","Direct",""
"10471","执行的参数超出范围!! < 0 ","Error","0","FileMeta","false","false","Direct",""
"10472","执行的参数超出范围!!","Error","0","FileMeta","false","false","Direct",""
"10473","不支持该类型的数组读取!!","Error","0","FileMeta","false","false","Direct",""
"10474","执行的参数超出范围!! < 0 ","Error","0","FileMeta","false","false","Direct",""
"10475","执行的参数超出范围!!","Error","0","FileMeta","false","false","Direct",""
"10476","Class Int8Object 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10477","Class SInt8Object 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10478","Class Int16Object 该类型不是Int16类型!!","Error","0","FileMeta","false","false","Direct",""
"10479","Class UInt32Object 该类型不是UInt32类型!!","Error","0","FileMeta","false","false","Direct",""
"10480","Class Int32Object 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10481","Class UInt32Object 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10482","该类型不是Int64类型!!","Error","0","FileMeta","false","false","Direct",""
"10483","该类型不是Int64类型!!","Error","0","FileMeta","false","false","Direct",""
"10484","该类型不是stringObj类型!!","Error","0","FileMeta","false","false","Direct",""
"10485","该类型不是classObj类型!!","Error","0","FileMeta","false","false","Direct",""
"10486","不支持该类型的数组存储!!","Error","0","FileMeta","false","false","Direct",""
"10487","执行的参数超出范围!!","Error","0","FileMeta","false","false","Direct",""
"10488","执行的参数超出范围!! < 0 ","Error","0","FileMeta","false","false","Direct",""
"10489","执行的参数超出范围!!","Error","0","FileMeta","false","false","Direct",""
"10490","执行的参数超出范围!!","Error","0","FileMeta","false","false","Direct",""
"10491","Boolean 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10492","Byte 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10493","Sbyte 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10494","Int16 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10495","UInt16 该类型不是Int16类型!!","Error","0","FileMeta","false","false","Direct",""
"10496","Int32 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10497","UInt32 该类型不是UInt32类型!!","Error","0","FileMeta","false","false","Direct",""
"10498","Int64 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10499","UInt64 该类型不是Int64类型!!","Error","0","FileMeta","false","false","Direct",""
"10500","Float 该类型不是float类型!!","Error","0","FileMeta","false","false","Direct",""
"10501","Double 该类型不是Double类型!!","Error","0","FileMeta","false","false","Direct",""
"10502","String 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10503","Class Int8Object 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10504","Class SInt8Object 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10505","Class Int16Object 该类型不是Int16类型!!","Error","0","FileMeta","false","false","Direct",""
"10506","Class UInt32Object 该类型不是UInt32类型!!","Error","0","FileMeta","false","false","Direct",""
"10507","Class Int32Object 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10508","Class UInt32Object 该类型不是Int32类型!!","Error","0","FileMeta","false","false","Direct",""
"10509","该类型不是Int64类型!!","Error","0","FileMeta","false","false","Direct",""
"10510","该类型不是Int64类型!!","Error","0","FileMeta","false","false","Direct",""
"10511","该类型不是stringObj类型!!","Error","0","FileMeta","false","false","Direct",""
"10512","该类型不是classObj类型!!","Error","0","FileMeta","false","false","Direct",""
